,date,supplier_name,account_type,supplier_terminal_name,product_name,base_gallons_Custom,base_gallons_Daily,base_gallons_Monthly,lifted_gallons_Custom,lifted_gallons_daily_flag,lifted_gallons_daily_modified,Modified_WeeksByLiftedGallons,lifted_gallons_modified_WeeksByLiftedGallons,lifted_gallons_Daily,Lifted_actual_monthly,lifted_gallons_monthly_flag,lifted_gallons_Monthly,beginning_gallons_Custom,beginning_gallons_Daily,beginning_gallons_Monthly,en_allocation_status_Custom,en_allocation_status_Daily,en_allocation_status_Monthly,percentage_allocation_Custom,percentage_allocation_Daily_actual,percentage_allocation_Daily,percentage_allocation_Monthly_actual,percentage_allocation_Monthly,alerts_ratability_Custom,alerts_ratability_Daily,alerts_ratability_Monthly,next_refresh_date_Custom,next_refresh_date_Daily,next_refresh_date_Monthly,en_account_type_Custom,en_account_type_Daily,en_account_type_Monthly,next_refresh_base_gallons_Custom,NRB_Daily,next_refresh_base_gallons_Daily,NRB_Monthly,next_refresh_base_gallons_Monthly,remaining_gallons_Custom,remaining_gallons_Daily,remaining_gallons_Monthly,additional_gallons_allowed_Custom,additional_gallons_allowed_Daily,additional_gallons_allowed_Monthly,additional_gallons_remaining_Custom,additional_gallons_remaining_Daily,additional_gallons_remaining_Monthly,staging_id_Custom,staging_id_Daily,staging_id_Monthly,execution_date_Custom,execution_date_Daily,execution_date_Monthly,customer_name_Custom,customer_name_Daily,customer_name_Monthly,base_gallons_Weekly,Lifted_actual_weekly,lifted_gallons_weekly_flag,WeeksByLiftedGallons,lifted_gallonsWeekly_modified_aposteriori,Modified_LiftedGallonsaposteriori,lifted_gallons_Weekly,beginning_gallons_Weekly,en_allocation_status_Weekly,percentage_allocation_Weekly_actual,percentage_allocation_Weekly,alerts_ratability_Weekly,Week_switch,Modified_NRD,next_refresh_date_Weekly,next_refresh_base_gallons_Weekly,remaining_gallons_Weekly,additional_gallons_allowed_Weekly,additional_gallons_remaining_Weekly,execution_date_Weekly,base_gallons_Daily_Reconciled,base_gallons_Monthly_Reconciled,base_gallons_Weekly_Reconciled,beginning_gallons_Daily_Reconciled,beginning_gallons_Monthly_Reconciled,beginning_gallons_Weekly_Reconciled,sanityWeekly_CumulativeDaily_WeeksByLiftedGallons,sanityWeekly_CumulativeDaily_NextRefreshDate,computedWeekly,sanityComputedWeekly,computedMonthly,sanityComputedMonthly,remaining_gallons_Daily_Reconciled,remaining_gallons_Monthly_Reconciled,remaining_gallons_Weekly_Reconciled,additional_gallons_remaining_Daily_Reconciled,additional_gallons_remaining_Monthly_Reconciled,additional_gallons_remaining_Weekly_Reconciled,Ratability_Monthly,Ratability_Daily,Ratability_Weekly,Synthetic_Base_Weekly,Synthetic_Base_Daily,Synthetic_Base_Monthly,Ratability_Monthly_computed,sanityMonthly_CumulativeDaily_WeeksByLiftedGallons,sanityMonthly_CumulativeDaily_WeeksByNextRefreshDate
2015-07-01,2015-07-01 00:00:00,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,0,-1,0,-1,-1,-1,0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,100,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,2015-07-01 00:00:00,2015-07-01 00:00:00,-1,-1,-1,-1,-1,0,w1,-1,0,-1,-1,-1,-1,-1,-1,w1,0,-1,-1,-1,-1,-1,2015-07-01 00:00:00,-1.0,-1.0,-1,-1.0,-1.0,-1,True,True,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,1,1
2015-07-02,2015-07-02 00:00:00,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,0,-1,0,-1,-1,-1,0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,100,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,2015-07-02 00:00:00,2015-07-02 00:00:00,-1,-1,-1,-1,-1,0,w1,-1,0,-1,-1,-1,-1,-1,-1,w1,0,-1,-1,-1,-1,-1,2015-07-02 00:00:00,-1.0,-1.0,-1,-1.0,-1.0,-1,False,False,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,0,0
2015-07-03,2015-07-03 00:00:00,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,0,-1,0,-1,-1,-1,0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,100,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,2015-07-03 00:00:00,2015-07-03 00:00:00,-1,-1,-1,-1,-1,0,w1,-1,0,-1,-1,-1,-1,-1,-1,w1,0,-1,-1,-1,-1,-1,2015-07-03 00:00:00,-1.0,-1.0,-1,-1.0,-1.0,-1,False,False,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,0,0
2015-07-04,2015-07-04 00:00:00,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,0,-1,0,-1,-1,-1,0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,100,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,2015-07-04 00:00:00,2015-07-04 00:00:00,-1,-1,-1,-1,-1,0,w1,-1,0,-1,-1,-1,-1,-1,-1,w1,0,-1,-1,-1,-1,-1,2015-07-04 00:00:00,-1.0,-1.0,-1,-1.0,-1.0,-1,False,False,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,0,0
2015-07-05,2015-07-05 00:00:00,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,0,-1,0,-1,-1,-1,0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,100,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,2015-07-05 00:00:00,2015-07-05 00:00:00,-1,-1,-1,-1,-1,0,w1,-1,0,-1,-1,-1,-1,-1,-1,w1,0,-1,-1,-1,-1,-1,2015-07-05 00:00:00,-1.0,-1.0,-1,-1.0,-1.0,-1,False,False,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,0,0
2015-07-06,2015-07-06 00:00:00,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,0,-1,0,-1,-1,-1,0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,100,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,2015-07-06 00:00:00,2015-07-06 00:00:00,-1,-1,-1,-1,-1,0,w1,-1,0,-1,-1,-1,-1,-1,-1,w1,0,-1,-1,-1,-1,-1,2015-07-06 00:00:00,-1.0,-1.0,-1,-1.0,-1.0,-1,False,False,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,0,0
2015-07-07,2015-07-07 00:00:00,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,0,-1,0,-1,-1,-1,0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,100,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,2015-07-07 00:00:00,2015-07-07 00:00:00,-1,-1,-1,-1,-1,0,w1,-1,0,-1,-1,-1,-1,-1,-1,w1,0,-1,-1,-1,-1,-1,2015-07-07 00:00:00,-1.0,-1.0,-1,-1.0,-1.0,-1,False,False,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,0,0
2015-07-08,2015-07-08 00:00:00,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,0,-1,0,-1,-1,-1,0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,100,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,2015-07-08 00:00:00,2015-07-08 00:00:00,-1,-1,-1,-1,-1,0,w1,-1,0,-1,-1,-1,-1,-1,-1,w1,0,-1,-1,-1,-1,-1,2015-07-08 00:00:00,-1.0,-1.0,-1,-1.0,-1.0,-1,False,False,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,0,0
2015-07-09,2015-07-09 00:00:00,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,0,-1,0,-1,-1,-1,0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,100,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,2015-07-09 00:00:00,2015-07-09 00:00:00,-1,-1,-1,-1,-1,0,w1,-1,0,-1,-1,-1,-1,-1,-1,w1,0,-1,-1,-1,-1,-1,2015-07-09 00:00:00,-1.0,-1.0,-1,-1.0,-1.0,-1,False,False,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,0,0
2015-07-10,2015-07-10 00:00:00,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,0,-1,0,-1,-1,-1,0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,100,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,2015-07-10 00:00:00,2015-07-10 00:00:00,-1,-1,-1,-1,-1,0,w1,-1,0,-1,-1,-1,-1,-1,-1,w1,0,-1,-1,-1,-1,-1,2015-07-10 00:00:00,-1.0,-1.0,-1,-1.0,-1.0,-1,False,False,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1,0,0
