,date,supplier_name,account_type,supplier_terminal_name,product_name,base_gallons_Daily,base_gallons_Weekly,lifted_gallons_daily_flag,lifted_gallons_daily_modified,Modified_WeeksByLiftedGallons,lifted_gallons_modified_WeeksByLiftedGallons,lifted_gallons_Daily,Lifted_actual_weekly,lifted_gallons_weekly_flag,WeeksByLiftedGallons,lifted_gallonsWeekly_modified_aposteriori,Modified_LiftedGallonsaposteriori,lifted_gallons_Weekly,beginning_gallons_Daily,beginning_gallons_Weekly,en_allocation_status_Daily,en_allocation_status_Weekly,percentage_allocation_Daily_actual,percentage_allocation_Daily,percentage_allocation_Weekly_actual,percentage_allocation_Weekly,alerts_ratability_Daily,alerts_ratability_Weekly,next_refresh_date_Daily,Week_switch,Modified_NRD,next_refresh_date_Weekly,en_account_type_Daily,en_account_type_Weekly,NRB_Daily,next_refresh_base_gallons_Daily,next_refresh_base_gallons_Weekly,remaining_gallons_Daily,remaining_gallons_Weekly,additional_gallons_allowed_Daily,additional_gallons_allowed_Weekly,additional_gallons_remaining_Daily,additional_gallons_remaining_Weekly,staging_id_Daily,staging_id_Weekly,execution_date_Daily,execution_date_Weekly,customer_name_Daily,customer_name_Weekly,base_gallons_Monthly,Lifted_actual_monthly,lifted_gallons_monthly_flag,lifted_gallons_Monthly,beginning_gallons_Monthly,en_allocation_status_Monthly,percentage_allocation_Monthly_actual,percentage_allocation_Monthly,alerts_ratability_Monthly,next_refresh_date_Monthly,NRB_Monthly,next_refresh_base_gallons_Monthly,remaining_gallons_Monthly,additional_gallons_allowed_Monthly,additional_gallons_remaining_Monthly,execution_date_Monthly,base_gallons_Daily_Reconciled,base_gallons_Monthly_Reconciled,base_gallons_Weekly_Reconciled,beginning_gallons_Daily_Reconciled,beginning_gallons_Monthly_Reconciled,beginning_gallons_Weekly_Reconciled,sanityWeekly_CumulativeDaily_WeeksByLiftedGallons,sanityWeekly_CumulativeDaily_NextRefreshDate,computedWeekly,sanityComputedWeekly,computedMonthly,sanityComputedMonthly,remaining_gallons_Daily_Reconciled,remaining_gallons_Monthly_Reconciled,remaining_gallons_Weekly_Reconciled,additional_gallons_remaining_Daily_Reconciled,additional_gallons_remaining_Monthly_Reconciled,additional_gallons_remaining_Weekly_Reconciled,Ratability_Monthly,Ratability_Daily,Ratability_Weekly,Synthetic_Base_Weekly,Synthetic_Base_Daily,Synthetic_Base_Monthly,Ratability_Monthly_computed,sanityMonthly_CumulativeDaily_WeeksByLiftedGallons,sanityMonthly_CumulativeDaily_WeeksByNextRefreshDate
2015-12-01,2015-12-01 00:00:00,BP,Channel: 50 - Commercial,CHESAPEAKE VA - BUCKEYE (PLANT 9483),PREMIUM,-1,67234,1,0,3,6000,-1,45700,1,w1,-1,0,0,-1,73957,-1,Available,-1,100,110%,110,-1,-1,-1,w2,0,2015-12-02 00:00:00,-1,Contract,-1,-1,57649,-1,28257,-1,0,-1,0,-1,9237874,2015-12-01 00:00:00,2015-12-01 22:00:10,-1,Mansfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,67234,-1,0,73957,True,False,0,True,0,0,-1,0,73957,-1,-1,-1,-1,-1,0,67234.0,9605.0,297755.0,-1,0,1
2015-12-02,2015-12-02 00:00:00,BP,Channel: 50 - Commercial,CHESAPEAKE VA - BUCKEYE (PLANT 9483),PREMIUM,-1,57649,3,16200,1,16200,-1,16200,0,w2,-1,0,16200,-1,63414,-1,Available,-1,100,110%,110,-1,-1,-1,w3,0,2015-12-09 00:00:00,-1,Contract,-1,-1,57649,-1,47214,-1,0,-1,0,-1,9291208,2015-12-02 00:00:00,2015-12-02 22:00:10,-1,Mansfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,57649,-1,0,63414,True,True,0,0,0,0,-1,0,47214,-1,-1,-1,-1,-1,0,57649.0,8236.0,255316.0,-1,0,0
2015-12-03,2015-12-03 00:00:00,BP,Channel: 50 - Commercial,CHESAPEAKE VA - BUCKEYE (PLANT 9483),PREMIUM,-1,57649,0,-1,0,-1,-1,24300,0,w2,-1,0,24300,-1,63414,-1,Available,-1,100,110%,110,-1,-1,-1,w3,0,2015-12-09 00:00:00,-1,Contract,-1,-1,57649,-1,39114,-1,0,-1,0,-1,9344990,2015-12-03 00:00:00,2015-12-03 22:00:08,-1,Mansfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,57649,-1,0,63414,False,False,0,0,0,0,-1,0,39114,-1,-1,-1,-1,-1,0,57649.0,8236.0,255316.0,-1,0,0
2015-12-04,2015-12-04 00:00:00,BP,Channel: 50 - Commercial,CHESAPEAKE VA - BUCKEYE (PLANT 9483),PREMIUM,-1,57649,0,-1,0,-1,-1,35300,0,w2,-1,0,35300,-1,63414,-1,Available,-1,100,110%,110,-1,-1,-1,w3,0,2015-12-09 00:00:00,-1,Contract,-1,-1,57649,-1,28114,-1,0,-1,0,-1,9397621,2015-12-04 00:00:00,2015-12-04 22:00:10,-1,Mansfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,57649,-1,0,63414,False,False,0,0,0,0,-1,0,28114,-1,-1,-1,-1,-1,0,57649.0,8236.0,255316.0,-1,0,0
2015-12-05,2015-12-05 00:00:00,BP,Channel: 50 - Commercial,CHESAPEAKE VA - BUCKEYE (PLANT 9483),PREMIUM,-1,57649,0,-1,0,-1,-1,38500,0,w2,-1,0,38500,-1,63414,-1,Available,-1,100,110%,110,-1,-1,-1,w3,0,2015-12-09 00:00:00,-1,Contract,-1,-1,57649,-1,24914,-1,0,-1,0,-1,9450192,2015-12-05 00:00:00,2015-12-05 22:00:11,-1,Mansfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,57649,-1,0,63414,False,False,0,0,0,0,-1,0,24914,-1,-1,-1,-1,-1,0,57649.0,8236.0,255316.0,-1,0,0
2015-12-06,2015-12-06 00:00:00,BP,Channel: 50 - Commercial,CHESAPEAKE VA - BUCKEYE (PLANT 9483),PREMIUM,-1,57649,0,-1,0,-1,-1,41000,0,w2,-1,0,41000,-1,63414,-1,Available,-1,100,110%,110,-1,-1,-1,w3,0,2015-12-09 00:00:00,-1,Contract,-1,-1,57649,-1,22414,-1,0,-1,0,-1,9486991,2015-12-06 00:00:00,2015-12-06 22:00:12,-1,Mansfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,57649,-1,0,63414,False,False,0,0,0,0,-1,0,22414,-1,-1,-1,-1,-1,0,57649.0,8236.0,255316.0,-1,0,0
2015-12-07,2015-12-07 00:00:00,BP,Channel: 50 - Commercial,CHESAPEAKE VA - BUCKEYE (PLANT 9483),PREMIUM,-1,57649,0,-1,0,-1,-1,50500,0,w2,-1,0,50500,-1,63414,-1,Available,-1,100,110%,110,-1,-1,-1,w3,0,2015-12-09 00:00:00,-1,Contract,-1,-1,57649,-1,12914,-1,0,-1,0,-1,9532077,2015-12-07 00:00:00,2015-12-07 22:00:12,-1,Mansfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,57649,-1,0,63414,False,False,0,0,0,0,-1,0,12914,-1,-1,-1,-1,-1,0,57649.0,8236.0,255316.0,-1,0,0
2015-12-08,2015-12-08 00:00:00,BP,Channel: 50 - Commercial,CHESAPEAKE VA - BUCKEYE (PLANT 9483),PREMIUM,-1,57649,0,-1,0,-1,-1,59500,0,w2,-1,0,59500,-1,63414,-1,Available,-1,100,110%,110,-1,-1,-1,w3,0,2015-12-09 00:00:00,-1,Contract,-1,-1,57649,-1,3914,-1,0,-1,0,-1,9584085,2015-12-08 00:00:00,2015-12-08 22:00:08,-1,Mansfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,57649,-1,0,63414,False,False,0,0,0,0,-1,0,3914,-1,-1,-1,-1,-1,100,57649.0,8236.0,255316.0,-1,0,0
2015-12-09,2015-12-09 00:00:00,BP,Channel: 50 - Commercial,CHESAPEAKE VA - BUCKEYE (PLANT 9483),PREMIUM,-1,57649,3,18000,1,18000,-1,18000,0,w3,-1,0,18000,-1,63414,-1,Available,-1,100,110%,110,-1,-1,-1,w4,0,2015-12-16 00:00:00,-1,Contract,-1,-1,57649,-1,45414,-1,0,-1,0,-1,9634926,2015-12-09 00:00:00,2015-12-09 22:00:13,-1,Mansfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,57649,-1,0,63414,True,True,0,0,0,0,-1,0,45414,-1,-1,-1,-1,-1,0,57649.0,8236.0,255316.0,-1,0,0
2015-12-10,2015-12-10 00:00:00,BP,Channel: 50 - Commercial,CHESAPEAKE VA - BUCKEYE (PLANT 9483),PREMIUM,-1,57649,0,-1,0,-1,-1,25700,0,w3,-1,0,25700,-1,63414,-1,Available,-1,100,110%,110,-1,-1,-1,w4,0,2015-12-16 00:00:00,-1,Contract,-1,-1,57649,-1,37714,-1,0,-1,0,-1,9675800,2015-12-10 00:00:00,2015-12-10 22:00:09,-1,Mansfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,57649,-1,0,63414,False,False,0,0,0,0,-1,0,37714,-1,-1,-1,-1,-1,0,57649.0,8236.0,255316.0,-1,0,0
