,date,supplier_name,account_type,supplier_terminal_name,product_name,base_gallons_10-day,base_gallons_Daily,base_gallons_Monthly,base_gallons_Weekly,lifted_gallons_10-day,lifted_gallons_daily_flag,lifted_gallons_daily_modified,Modified_WeeksByLiftedGallons,lifted_gallons_modified_WeeksByLiftedGallons,lifted_gallons_Daily,Lifted_actual_monthly,lifted_gallons_monthly_flag,lifted_gallons_Monthly,Lifted_actual_weekly,lifted_gallons_weekly_flag,WeeksByLiftedGallons,lifted_gallonsWeekly_modified_aposteriori,Modified_LiftedGallonsaposteriori,lifted_gallons_Weekly,beginning_gallons_10-day,beginning_gallons_Daily,beginning_gallons_Monthly,beginning_gallons_Weekly,en_allocation_status_10-day,en_allocation_status_Daily,en_allocation_status_Monthly,en_allocation_status_Weekly,percentage_allocation_10-day,percentage_allocation_Daily_actual,percentage_allocation_Daily,percentage_allocation_Monthly_actual,percentage_allocation_Monthly,percentage_allocation_Weekly_actual,percentage_allocation_Weekly,alerts_ratability_10-day,alerts_ratability_Daily,alerts_ratability_Monthly,alerts_ratability_Weekly,next_refresh_date_10-day,next_refresh_date_Daily,next_refresh_date_Monthly,Week_switch,Modified_NRD,next_refresh_date_Weekly,en_account_type_10-day,en_account_type_Daily,en_account_type_Monthly,en_account_type_Weekly,next_refresh_base_gallons_10-day,NRB_Daily,next_refresh_base_gallons_Daily,NRB_Monthly,next_refresh_base_gallons_Monthly,next_refresh_base_gallons_Weekly,remaining_gallons_10-day,remaining_gallons_Daily,remaining_gallons_Monthly,remaining_gallons_Weekly,additional_gallons_allowed_10-day,additional_gallons_allowed_Daily,additional_gallons_allowed_Monthly,additional_gallons_allowed_Weekly,additional_gallons_remaining_10-day,additional_gallons_remaining_Daily,additional_gallons_remaining_Monthly,additional_gallons_remaining_Weekly,staging_id_10-day,staging_id_Daily,staging_id_Monthly,staging_id_Weekly,execution_date_10-day,execution_date_Daily,execution_date_Monthly,execution_date_Weekly,customer_name_10-day,customer_name_Daily,customer_name_Monthly,customer_name_Weekly,base_gallons_Daily_Reconciled,base_gallons_Monthly_Reconciled,base_gallons_Weekly_Reconciled,beginning_gallons_Daily_Reconciled,beginning_gallons_Monthly_Reconciled,beginning_gallons_Weekly_Reconciled,sanityWeekly_CumulativeDaily_WeeksByLiftedGallons,sanityWeekly_CumulativeDaily_NextRefreshDate,computedWeekly,sanityComputedWeekly,computedMonthly,sanityComputedMonthly,remaining_gallons_Daily_Reconciled,remaining_gallons_Monthly_Reconciled,remaining_gallons_Weekly_Reconciled,additional_gallons_remaining_Daily_Reconciled,additional_gallons_remaining_Monthly_Reconciled,additional_gallons_remaining_Weekly_Reconciled,Ratability_Monthly,Ratability_Daily,Ratability_Weekly,Synthetic_Base_Weekly,Synthetic_Base_Daily,Synthetic_Base_Monthly,Ratability_Monthly_computed,sanityMonthly_CumulativeDaily_WeeksByLiftedGallons,sanityMonthly_CumulativeDaily_WeeksByNextRefreshDate
2015-06-01,2015-06-01 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,150000.0,15000.0,450000.0,-1.0,0.0,1,0.0,0,0.0,0.0,0.0,0,0.0,-1,1,w1,0.0,0,0.0,187500.0,22500.0,450000.0,-1.0,Available,Available,Available,-1,125%,150%,150,100%,100,-1,-1,Below Trend,Below Trend,Below Trend,-1,06/11 00:00:00 MST,06/02 00:00:00 MST,07/01 00:00:00 MST,w1,1,2015-06-04 00:00:00,Contract,Contract,Contract,-1,-1,15000.0,-1,450000.0,-1,-1,187500.0,22500.0,450000.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,193405,193404,193406,-1,2015-06-01 05:51:14,2015-06-01 00:00:00,2015-06-01 00:00:00,2015-06-01 00:00:00,Mansfield,Mansfield,Mansfield,-1,15000.0,450000.0,-1.0,22500.0,450000.0,-1.0,False,True,0,False,0,0,22500,450000,-1,-1,-1,-1,-1.0,,-1.0,105000.0,15000.0,450000.0,-1,1,1
2015-06-02,2015-06-02 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,150000.0,15000.0,450000.0,-1.0,22304.0,1,22304.0,0,22304.0,22304.0,22304.0,0,22304.0,-1,1,w1,22304.0,0,22304.0,187500.0,22500.0,450000.0,-1.0,Available,Limited,Available,-1,125%,150%,150,100%,100,-1,-1,On Track,On Track,Above Trend,-1,06/11 00:00:00 MST,06/02 00:00:00 MST,07/01 00:00:00 MST,w1,1,2015-06-04 00:00:00,Contract,Contract,Contract,-1,-1,15000.0,-1,450000.0,-1,-1,165196.0,196.0,427696.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,198591,198590,198592,-1,2015-06-02 02:04:17,2015-06-02 00:00:00,2015-06-02 00:00:00,2015-06-02 00:00:00,Mansfield,Mansfield,Mansfield,-1,15000.0,450000.0,-1.0,22500.0,450000.0,-1.0,False,True,22304,False,0,0,196,427696,-1,-1,-1,-1,74.0,inf,-1.0,105000.0,15000.0,450000.0,-1,1,1
2015-06-03,2015-06-03 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1.0,15000.0,450000.0,-1.0,-1.0,0,14802.0,0,14802.0,14802.0,37106.0,0,37106.0,-1,0,w1,14802.0,0,-1.0,-1.0,22500.0,450000.0,-1.0,-1,Limited,Available,-1,-1,150%,150,100%,100,-1,-1,-1,Below Trend,Above Trend,-1,-1,06/03 00:00:00 MST,07/01 00:00:00 MST,w1,1,2015-06-04 00:00:00,-1,Contract,Contract,-1,-1,-1.0,-1,448560.0,-1,-1,-1.0,7698.0,412894.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1,202805,202806,-1,-1,2015-06-03 00:00:00,2015-06-03 00:00:00,2015-06-03 00:00:00,-1,Mansfield,Mansfield,-1,15000.0,450000.0,-1.0,22500.0,450000.0,-1.0,False,False,37106,False,0,0,7698,412894,-1,-1,-1,-1,82.0,inf,-1.0,105000.0,15000.0,450000.0,-1,1,1
2015-06-04,2015-06-04 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1.0,-1.0,448560.0,104664.0,-1.0,3,0.0,0,-1.0,-1.0,37106.0,0,37106.0,0,0,w1,-1.0,0,0.0,-1.0,-1.0,448560.0,104664.0,-1,-1,Available,Available,-1,-1,150,100%,100,100%,100,-1,-1,Below Trend,Below Trend,-1,-1,07/01 00:00:00 MST,w2,0,2015-06-11 00:00:00,-1,-1,Contract,Contract,-1,-1.0,-1,448560.0,-1,-1,-1.0,-1.0,411454.0,104664.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1,-1,207865,207864,-1,2015-06-04 00:00:00,2015-06-04 06:07:37,2015-06-04 06:07:37,-1,-1,Mansfield,Mansfield,15000.0,448560.0,104664.0,22500.0,448560.0,104664.0,False,True,0,0,0,0,-1,411454,104664,-1,-1,-1,62.0,,,104664.0,14952.0,448560.0,-1,0,1
2015-06-05,2015-06-05 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1.0,-1.0,448560.0,104664.0,-1.0,0,-1.0,0,-1.0,-1.0,59126.0,0,59126.0,22020,0,w1,-1.0,0,22020.0,-1.0,-1.0,448560.0,104664.0,-1,-1,Available,Available,-1,-1,150,100%,100,100%,100,-1,-1,On Track,Above Trend,-1,-1,07/01 00:00:00 MST,w2,0,2015-06-11 00:00:00,-1,-1,Contract,Contract,-1,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,389434.0,82644.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1,-1,212987,212986,-1,2015-06-05 00:00:00,2015-06-05 00:40:46,2015-06-05 00:40:46,-1,-1,Mansfield,Mansfield,-1.0,448560.0,104664.0,-1.0,448560.0,104664.0,False,False,0,0,0,0,-1,389434,82644,-1,-1,-1,79.0,-1.0,inf,104664.0,14952.0,448560.0,-1,0,0
2015-06-06,2015-06-06 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,0,-1.0,-1.0,-1.0,0,-1.0,-1,0,w2,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,150,-1,100,-1,100,-1,-1,-1,-1,-1,-1,-1,w2,1,2015-06-11 00:00:00,-1,-1,-1,-1,-1,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,2015-06-06 00:00:00,2015-06-06 00:00:00,2015-06-06 00:00:00,-1,-1,-1,-1,-1.0,448560.0,104664.0,-1.0,448560.0,104664.0,True,False,0,0,0,0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,104664.0,14952.0,448560.0,-1,0,0
2015-06-07,2015-06-07 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,0,-1.0,-1.0,-1.0,0,-1.0,-1,0,w2,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,150,-1,100,-1,100,-1,-1,-1,-1,-1,-1,-1,w2,1,2015-06-11 00:00:00,-1,-1,-1,-1,-1,-1.0,-1,448560.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,2015-06-07 00:00:00,2015-06-07 00:00:00,2015-06-07 00:00:00,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,0,0,0,0,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0
2015-06-08,2015-06-08 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1.0,-1.0,448560.0,104664.0,-1.0,0,-1.0,0,-1.0,-1.0,96930.0,0,96930.0,59824,0,w2,-1.0,0,59824.0,-1.0,-1.0,448560.0,104664.0,-1,-1,Available,Available,-1,-1,150,100%,100,100%,100,-1,-1,On Track,On Track,-1,-1,07/01 00:00:00 MST,w2,0,2015-06-11 00:00:00,-1,-1,Contract,Contract,-1,-1.0,-1,448560.0,-1,-1,-1.0,-1.0,351630.0,44840.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1,-1,223231,223230,-1,2015-06-08 00:00:00,2015-06-08 12:44:39,2015-06-08 12:44:39,-1,-1,Mansfield,Mansfield,-1.0,448560.0,104664.0,-1.0,448560.0,104664.0,False,False,0,0,0,0,-1,351630,44840,-1,-1,-1,81.0,-1.0,inf,104664.0,14952.0,448560.0,-1,0,0
2015-06-09,2015-06-09 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1.0,-1.0,448560.0,104664.0,-1.0,0,-1.0,0,-1.0,-1.0,96930.0,0,96930.0,59824,0,w2,-1.0,0,59824.0,-1.0,-1.0,448560.0,104664.0,-1,-1,Available,Available,-1,-1,150,100%,100,100%,100,-1,-1,Below Trend,Below Trend,-1,-1,07/01 00:00:00 MST,w2,0,2015-06-11 00:00:00,-1,-1,Contract,Contract,-1,-1.0,-1,448560.0,-1,-1,-1.0,-1.0,351630.0,44840.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1,-1,228289,228288,-1,2015-06-09 00:00:00,2015-06-09 01:04:48,2015-06-09 01:04:48,-1,-1,Mansfield,Mansfield,-1.0,448560.0,104664.0,-1.0,448560.0,104664.0,False,False,0,0,0,0,-1,351630,44840,-1,-1,-1,72.0,-1.0,inf,104664.0,14952.0,448560.0,-1,0,0
2015-06-10,2015-06-10 00:00:00,Valero,MANSFIELD OIL CO O-120032-W/S - UNB Contract,CalJet - Phoenix (B285),DSL - LSD/ULSD,-1.0,-1.0,448560.0,104664.0,-1.0,0,-1.0,0,-1.0,-1.0,126438.0,0,126438.0,89332,0,w2,-1.0,0,89332.0,-1.0,-1.0,448560.0,104664.0,-1,-1,Available,Limited,-1,-1,150,100%,100,100%,100,-1,-1,On Track,On Track,-1,-1,07/01 00:00:00 MST,w2,0,2015-06-11 00:00:00,-1,-1,Contract,Contract,-1,-1.0,-1,448560.0,-1,-1,-1.0,-1.0,322122.0,15332.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1,-1,244782,244781,-1,2015-06-10 00:00:00,2015-06-10 16:49:41,2015-06-10 16:49:41,-1,-1,Mansfield,Mansfield,-1.0,448560.0,104664.0,-1.0,448560.0,104664.0,False,False,0,0,0,0,-1,322122,15332,-1,-1,-1,85.0,-1.0,85.0,104664.0,14952.0,448560.0,-1,0,0
